Timestamp,Message
2025-07-04 19:49:49,"127.0.0.1 - - [04/Jul/2025 19:49:49] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:49:50,"127.0.0.1 - - [04/Jul/2025 19:49:50] ""GET /graph?ts=1751638789813 HTTP/1.1"" 200 -
"
2025-07-04 19:49:54,"127.0.0.1 - - [04/Jul/2025 19:49:54] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:49:54,"127.0.0.1 - - [04/Jul/2025 19:49:54] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:49:55,"127.0.0.1 - - [04/Jul/2025 19:49:55] ""GET /graph?ts=1751638794810 HTTP/1.1"" 200 -
"
2025-07-04 19:49:56,"127.0.0.1 - - [04/Jul/2025 19:49:56] ""GET / HTTP/1.1"" 200 -
"
2025-07-04 19:49:56,"127.0.0.1 - - [04/Jul/2025 19:49:56] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:49:56,"127.0.0.1 - - [04/Jul/2025 19:49:56] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:49:56,"127.0.0.1 - - [04/Jul/2025 19:49:56] ""GET /graph HTTP/1.1"" 200 -
"
2025-07-04 19:49:57,"127.0.0.1 - - [04/Jul/2025 19:49:57] ""GET /graph?ts=1751638796581 HTTP/1.1"" 200 -
"
2025-07-04 19:50:01,"127.0.0.1 - - [04/Jul/2025 19:50:01] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:50:01,"127.0.0.1 - - [04/Jul/2025 19:50:01] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:50:02,"127.0.0.1 - - [04/Jul/2025 19:50:02] ""GET /graph?ts=1751638801583 HTTP/1.1"" 200 -
"
2025-07-04 19:50:06,"127.0.0.1 - - [04/Jul/2025 19:50:06] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:50:06,"127.0.0.1 - - [04/Jul/2025 19:50:06] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:50:07,"127.0.0.1 - - [04/Jul/2025 19:50:07] ""GET /graph?ts=1751638806813 HTTP/1.1"" 200 -
"
2025-07-04 19:50:11,"127.0.0.1 - - [04/Jul/2025 19:50:11] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:50:11,"127.0.0.1 - - [04/Jul/2025 19:50:11] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:50:12,"127.0.0.1 - - [04/Jul/2025 19:50:12] ""GET /graph?ts=1751638811813 HTTP/1.1"" 200 -
"
2025-07-04 19:50:16,"127.0.0.1 - - [04/Jul/2025 19:50:16] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:50:17,"127.0.0.1 - - [04/Jul/2025 19:50:17] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:50:17,"127.0.0.1 - - [04/Jul/2025 19:50:17] ""GET /graph?ts=1751638816814 HTTP/1.1"" 200 -
"
2025-07-04 19:50:21,"127.0.0.1 - - [04/Jul/2025 19:50:21] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:50:21,"127.0.0.1 - - [04/Jul/2025 19:50:21] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:50:22,"127.0.0.1 - - [04/Jul/2025 19:50:22] ""GET /graph?ts=1751638821801 HTTP/1.1"" 200 -
"
